POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0018,118,140,7003,8/1/19,556,5,1.5,100,7,341.2835384,53.30768845,0.89350974,89.35097405,0.952917977,164.0885963,87.47183769
BN-0021,268,253,7225,8/1/19,267,6,1.5,74,7,1425.922128,16.76235138,0.744492757,55.09246398,0.448450991,101.1745555,16.95923449
BN-0087,171,92,7195,8/2/19,404,3,1.125,74,7,1085.867188,28.36092072,0.754125501,55.80528704,0.433805983,57.64703591,16.34923015
BN-0052,202,93,7160,8/2/19,379,2,2.5,100,4,733.9748574,25.64683217,0.830386045,83.03860448,0.508920661,242.0575321,62.08008901
BN-0050,158,119,7158,8/2/19,556,0,1.125,120,4,730.3470719,20.75918881,0.845197913,101.4237496,0.464383494,59.8691716,12.42835437
BN-0026,257,181,7161,8/2/19,387,2,1.125,120,4,995.3213375,7.015693777,0.708132411,84.97588929,0.213734004,50.16020525,3.519086398
BN-0084,298,121,7192,8/2/19,531,3,2.5,120,4,736.9190273,26.98247766,0.790665459,94.87985509,0.486357202,276.5747776,74.62672758
BN-0006,65,233,7281,8/2/19,535,2,2,74,3,834.9024432,44.62872473,0.77373676,57.25652025,0.265246194,80.11332313,35.75355445
BN-0091,142,233,7199,8/2/19,564,4,1.125,100,7,681.3315065,47.49317628,0.872122234,87.21222344,0.605037624,90.09049935,42.78683967
BN-0062,107,196,7170,8/2/19,291,7,2,120,7,555.9376808,42.57565864,0.798730756,95.8476907,0.607443323,312.9235406,133.2292584
BN-0025,98,121,7267,8/2/19,286,2,1.125,45,7,620.2910966,41.03039472,0.792169675,35.64763539,0.647406481,36.82411875,15.10908127
BN-0038,246,147,7146,8/2/19,227,2,2,100,7,620.8482287,10.14851065,0.796184355,79.61843554,0.546280876,259.9382683,26.37986285
BN-0071,69,85,7179,8/2/19,509,3,1.5,45,4,596.8047682,56.46582557,0.823654832,37.06446742,0.636501972,38.89545211,21.96263814
BN-0009,158,256,7464,8/2/19,560,6,1.5,45,7,1227.85934,18.70912083,0.731603064,32.92213786,0.347817532,60.45986007,11.31150827
BN-0057,211,233,7165,8/2/19,569,0,2,100,4,1334.381413,18.51276054,0.727091082,72.70910824,0.392689508,135.6461123,25.11183996
BN-0042,246,292,7150,8/3/19,555,3,2,74,3,652.1224925,18.75172736,0.816951077,60.45437972,0.489121254,84.5877681,15.86166766
BN-0093,202,145,7201,8/3/19,495,3,1.125,45,5,1205.387595,24.12869265,0.760436774,34.21965483,0.391831288,25.24929312,6.092324335
BN-0088,103,220,7196,8/3/19,496,4,1.5,100,3,506.3929261,41.86570162,0.819126198,81.9126198,0.669273511,64.46932742,26.99053625
BN-0082,218,199,7190,8/3/19,263,5,1.125,74,4,1479.695808,15.57503935,0.767475902,56.79321678,0.383816592,33.52432595,5.22142696
BN-0034,179,120,7142,8/3/19,257,3,2,54,4,890.8980713,26.84114421,0.768863275,41.51861686,0.440662171,77.45713161,20.7903804
BN-0004,60,285,7079,8/3/19,273,4,1.125,54,3,697.1506208,46.7736944,0.815206745,44.02116421,0.661032803,19.48885723,9.115658522
BN-0030,156,91,7138,8/3/19,546,2,2,120,5,1177.952487,29.50909758,0.758017884,90.96214612,0.363087461,212.1237248,62.59579694
BN-0041,91,91,7149,8/3/19,230,5,2.5,120,4,431.8885504,56.02315615,0.851767817,102.212138,0.64761642,297.9483824,166.9200875
BN-0076,251,239,7184,8/3/19,489,1,1.5,120,7,1202.71356,14.70347823,0.701379873,84.16558479,0.181611618,154.5658882,22.72656173
BN-0031,233,178,7139,8/3/19,506,3,2.5,74,3,759.0013261,27.56614761,0.808652755,59.84030389,0.575435255,130.8258644,36.06365089
BN-0008,275,214,7040,8/3/19,542,5,2,120,5,1248.189389,17.35871865,0.779903862,93.5884635,0.380944398,218.2482969,37.88510782
BN-0054,240,253,7162,8/3/19,575,0,1.125,54,3,895.8540271,18.14877811,0.777241328,41.97103171,0.306910356,18.58123154,3.372266481
BN-0010,144,208,7285,8/3/19,215,0,2,45,7,1110.475241,44.64178032,0.822076845,36.99345804,0.304512105,120.7762418,53.91666455
BN-0012,60,114,7024,8/4/19,350,0,1.5,100,5,322.1302606,53.65869428,0.87470469,87.47046902,0.912543998,114.7393877,61.56765729
BN-0096,72,233,7204,8/4/19,561,0,2,54,4,770.9401285,41.478844,0.836623352,45.17766103,0.659630478,84.28344441,34.95979843
BN-0063,203,293,7171,8/4/19,464,4,2,54,4,702.1951087,14.51534771,0.791015155,42.71481835,0.502170183,79.68876512,11.56710135
BN-0067,50,103,7175,8/4/19,575,0,2.5,45,5,172.9940657,69.31167686,0.989836431,44.54263937,0.934467029,162.3022422,112.4944057
BN-0064,160,187,7172,8/4/19,395,0,2.5,54,7,711.4888057,17.81906297,0.80142618,43.27701373,0.601957105,220.7668663,39.33858691
BN-0053,60,198,7161,8/4/19,477,2,1.125,120,3,450.17378,47.78649344,0.842316002,101.0779203,0.619120483,44.74877464,21.38387026
BN-0065,266,54,7173,8/4/19,484,4,1.125,100,3,765.9007284,16.15790193,0.841213395,84.12133953,0.725842712,37.24183141,6.017498597
BN-0095,122,290,7203,8/4/19,492,5,2.5,45,5,777.0008397,41.94726511,0.845991658,38.06962463,0.671244856,138.7161947,58.18764996
BN-0049,234,114,7157,8/4/19,518,1,1.125,120,3,808.4324363,25.15439961,0.769779186,92.37350231,0.339819781,40.89519281,10.28694022
BN-0032,201,66,7140,8/4/19,412,6,1.5,74,5,1093.028694,24.87492816,0.771326751,57.0781796,0.401657026,74.87230209,18.62443135
BN-0045,258,199,7153,8/4/19,401,1,2,54,7,831.5278987,14.31416313,0.711694044,38.43147837,0.198691063,125.4710906,17.96013659
BN-0059,211,75,7167,8/4/19,238,0,1.125,54,5,1050.745668,10.79609162,0.725322512,39.16741565,0.202823834,28.90004483,3.120075319
BN-0044,92,206,7152,8/4/19,491,3,2,100,3,629.7528824,45.15718071,0.868297801,86.82978012,0.694954745,121.4922283,54.8624651
BN-0001,102,108,7012,8/5/19,404,6,2.5,100,7,465.0884415,55.02100037,0.820762257,82.0762257,0.647537939,418.6913464,230.3681672
BN-0019,127,266,7122,8/5/19,320,0,1.125,45,4,463.278825,43.48692558,0.868801942,39.09608739,0.691649987,23.07793169,10.03588298
BN-0022,102,139,7325,8/5/19,225,5,1.125,120,3,572.6652385,43.04313637,0.832870143,99.94441714,0.677145074,44.2469551,19.04527722
BN-0024,292,51,7221,8/5/19,463,7,2,45,7,1375.548349,24.31183369,0.793038974,35.68675383,0.422704183,116.5101139,28.32574512
BN-0035,273,242,7143,8/5/19,430,2,1.125,45,3,520.2540708,7.46674197,0.759287974,34.16795882,0.585974395,15.12668924,1.129470854
BN-0040,160,129,7148,8/5/19,254,5,2,100,4,872.9139152,10.23287649,0.732364078,73.23640784,0.232975335,136.6298425,13.98116303
BN-0048,170,298,7156,8/5/19,315,1,1.125,74,4,1005.621016,7.308464877,0.684300058,50.63820428,0.191639918,29.89109901,2.184580472
BN-0090,125,293,7198,8/5/19,483,6,1.125,120,4,514.4983542,46.7728316,0.857370941,102.884513,0.615923427,60.73144195,28.40581507
BN-0073,220,212,7181,8/6/19,511,7,2,100,3,1189.702004,6.937115172,0.680951276,68.09512759,0.195001013,95.27870252,6.609593328
BN-0059,211,75,7167,8/6/19,240,0,1.125,54,5,707.7101558,15.12199355,0.825044489,44.55240241,0.692493354,32.8734078,4.971114607
BN-0010,144,208,7285,8/6/19,218,0,2,45,7,1035.875886,42.71663654,0.814487999,36.65195994,0.410301181,119.6613188,51.11529064
BN-0054,240,253,7162,8/6/19,578,0,1.125,54,3,823.8549963,15.6194069,0.777920525,42.00770835,0.31497185,18.59746886,2.904814334
BN-0095,122,290,7203,8/6/19,494,5,2.5,45,5,884.3522214,41.04244239,0.842832628,37.92746825,0.261848132,138.1982124,56.71992172
BN-0048,170,298,7156,8/6/19,316,1,1.125,74,4,903.8833622,14.9217961,0.739556348,54.72716972,0.210673338,32.3047642,4.820451044
BN-0096,72,233,7204,8/6/19,563,0,2,54,4,841.5776819,44.60776648,0.832665045,44.96391245,0.508492972,83.88467507,37.41907997
BN-0053,60,198,7161,8/6/19,479,2,1.125,120,3,506.0193024,40.52054602,0.834925302,100.1910362,0.651759496,44.35613723,17.973349
BN-0049,234,114,7157,8/6/19,520,1,1.125,120,3,991.4705775,12.6717831,0.693594574,83.23134894,0.18035833,36.84781867,4.669275658
BN-0056,236,99,7164,8/6/19,254,6,1.5,120,7,1072.110935,11.96921699,0.727062327,87.24747919,0.213032988,160.2256332,19.1777537
BN-0024,292,51,7221,8/6/19,464,7,2,45,7,886.0106762,29.02258593,0.793346319,35.70058436,0.310382768,116.5552678,33.82735276
BN-0051,214,195,7159,8/6/19,339,2,2,120,7,1169.822933,6.544480587,0.744139407,89.29672887,0.167735101,291.5359604,19.07951433
BN-0094,202,181,7202,8/6/19,426,3,2.5,120,3,938.9973706,11.98892828,0.72001433,86.40171959,0.198052752,188.8957594,22.64657712
BN-0013,261,258,7303,8/7/19,419,0,1.125,54,5,1106.565314,23.62092218,0.796821707,43.02837217,0.295553288,31.7488878,7.499380081
BN-0006,65,233,7281,8/7/19,540,2,2,74,3,817.9002194,43.86267417,0.823688464,60.95294635,0.297458274,85.28536253,37.40844068
BN-0091,142,233,7199,8/7/19,569,4,1.125,100,7,460.5305017,48.3401464,0.809652279,80.96522794,0.614162594,83.63733348,40.43040945
BN-0041,91,91,7149,8/7/19,234,5,2.5,120,4,587.7230709,51.03019085,0.827220957,99.26651481,0.607595934,289.3618907,147.661925
BN-0038,246,147,7146,8/7/19,232,2,2,100,7,710.3676912,24.78382709,0.786647738,78.66477379,0.605654047,256.8247535,63.65100283
BN-0003,85,180,7356,8/7/19,432,3,1.5,74,4,624.0618715,40.94763792,0.875150989,64.76117319,0.64956572,67.96037514,27.82816834
BN-0030,156,91,7138,8/7/19,550,2,2,120,5,984.0344883,29.89244212,0.748711424,89.84537093,0.411724439,209.519405,62.63046687
BN-0020,170,62,7437,8/7/19,430,4,2.5,100,7,1285.014554,22.13823436,0.733657461,73.36574613,0.426647299,374.2570124,82.85389452
BN-0099,192,150,7207,8/7/19,536,6,1.125,100,7,1258.920356,21.35942325,0.745551135,74.5551135,0.380745821,77.01566523,16.45010191
BN-0027,205,293,7221,8/7/19,378,0,1.5,100,5,853.5235848,21.33480192,0.737345724,73.73457241,0.262030436,96.72132537,20.63530318
BN-0001,102,108,7012,8/7/19,406,6,2.5,100,7,506.6964033,58.64469048,0.856240018,85.6240018,0.649097343,436.7894392,256.1538147
BN-0017,63,194,7166,8/7/19,495,0,1.5,45,5,439.6157479,45.23283967,0.824618023,37.10781104,0.682654302,48.67617113,22.01761445
BN-0016,288,239,7106,8/7/19,394,0,2.5,45,3,568.1671387,13.76164888,0.735870706,33.11418178,0.460616885,72.39587992,9.962866798
BN-0007,111,155,7144,8/8/19,571,7,2.5,100,3,286.382175,56.19624756,0.892547137,89.25471369,0.950456759,195.1331178,109.6574899
BN-0086,103,112,7194,8/8/19,329,0,1.5,100,3,504.9419833,58.77884443,0.810318537,81.03185371,0.602426967,63.77612046,37.48686663
BN-0005,258,57,7415,8/8/19,449,3,1.125,54,3,1229.715774,28.73435941,0.789000449,42.60602425,0.282085806,18.86235266,5.419976205
BN-0060,128,58,7168,8/8/19,524,4,1.5,54,3,314.410782,54.30334871,0.947063833,51.14144697,0.946732422,40.25087584,21.85757346
BN-0004,60,285,7079,8/8/19,278,4,1.125,54,3,580.2072607,45.41614272,0.82373376,44.48162302,0.647508822,19.69270954,8.94366907
BN-0063,203,293,7171,8/8/19,468,4,2,54,4,951.9322067,8.291542853,0.739021978,39.90718683,0.241165652,74.45084774,6.173123945
BN-0015,141,72,7321,8/8/19,580,3,1.5,74,5,536.5761121,41.56214339,0.854657142,63.24462849,0.608040554,82.96114142,34.48042856
BN-0035,273,242,7143,8/8/19,433,2,1.125,45,3,1245.456359,11.72442371,0.680972402,30.64375811,0.19625848,13.56647052,1.590590487
BN-0068,110,259,7176,8/8/19,441,5,1.125,120,7,376.2278051,40.94287201,0.905363024,108.6435629,0.952658529,112.22914,45.94983313
BN-0098,152,97,7206,8/8/19,523,2,2.5,100,7,947.2109934,24.4945865,0.764741683,76.47416832,0.397731609,390.1138512,95.55677471
BN-0074,71,245,7182,8/8/19,308,1,1.125,45,7,441.5574989,44.20946738,0.81832038,36.82441711,0.606915973,38.03973795,16.81716554
BN-0037,285,190,7145,8/8/19,410,4,1.125,45,3,1119.830559,8.596732141,0.707950839,31.85778776,0.21838625,14.10394042,1.212477979
BN-0088,103,220,7196,8/8/19,501,4,1.5,100,3,443.463662,43.48853663,0.821241312,82.1241312,0.620165606,64.63579746,28.10916245
BN-0029,283,169,7137,8/9/19,261,0,1.5,120,3,1176.024754,10.9434853,0.744422514,89.3307017,0.191634757,70.30772877,7.694115963
BN-0031,233,178,7139,8/9/19,512,3,2.5,74,3,950.4535292,18.68753616,0.743945438,55.05196239,0.445491511,120.3573528,22.49182382
BN-0033,297,198,7141,8/9/19,439,0,2.5,54,7,1365.007074,16.92524963,0.739976253,39.95871766,0.271025097,203.8394085,34.50032873
BN-0034,179,120,7142,8/9/19,263,3,2,54,4,783.4542417,17.10622947,0.824415886,44.51845787,0.666459782,83.053635,14.20734539
BN-0061,270,224,7169,8/9/19,229,5,2.5,74,5,1323.207456,9.939767571,0.691107105,51.14192574,0.216052013,186.3483919,18.52259703
BN-0014,224,279,7212,8/9/19,583,3,1.5,74,7,1282.920376,19.53788175,0.776684527,57.47465502,0.263755997,105.5493302,20.62210332
BN-0032,201,66,7140,8/9/19,417,6,1.5,74,5,776.7128069,11.07233507,0.788732925,58.36623645,0.522117687,76.56191067,8.477191287
BN-0077,300,171,7185,8/9/19,552,3,1.5,120,4,617.4004603,23.59720317,0.77327596,92.79311517,0.574786612,97.37709506,22.97827096
BN-0025,98,121,7267,8/9/19,293,2,1.125,45,7,514.2508726,43.43323111,0.867491414,39.03711361,0.63084113,40.32546035,17.51465039
BN-0079,173,217,7187,8/9/19,535,1,2.5,45,4,1234.871444,7.401021469,0.732402594,32.95811675,0.178013807,96.07291032,7.110376718
BN-0011,52,116,7041,8/9/19,575,3,2.5,100,7,280.03025,58.02222689,0.898963352,89.89633524,0.942639652,458.5836801,266.0804634
BN-0052,202,93,7160,8/9/19,386,2,2.5,100,4,966.6657205,12.3931317,0.738208563,73.82085625,0.189404155,215.187796,26.66850695
BN-0008,275,214,7040,8/9/19,548,5,2,120,5,1104.405049,7.306946755,0.681920112,81.83041348,0.206961019,190.8285242,13.94373866
BN-0044,92,206,7152,8/10/19,497,3,2,100,3,690.3065224,40.6920349,0.854571797,85.45717973,0.623023692,119.5716859,48.65615215
BN-0058,143,188,7166,8/10/19,221,1,2,100,4,441.0128221,43.72348623,0.832810362,83.28103619,0.670956301,155.3691011,67.93278753
BN-0028,141,194,7270,8/10/19,254,2,2,120,5,942.6542743,44.21744849,0.808872429,97.0646915,0.50704066,226.3548606,100.0883439
BN-0071,69,85,7179,8/10/19,517,3,1.5,45,4,319.7560686,52.51375681,0.910273546,40.96230959,0.910240461,42.98584768,22.57348351
BN-0085,263,122,7193,8/10/19,484,4,2,100,4,739.8694104,25.01229401,0.801588168,80.15881683,0.429204551,149.5442887,37.40445717
BN-0055,122,62,7163,8/10/19,397,6,1.125,100,5,334.0959081,53.83142124,0.915746829,91.57468291,0.95025888,67.5692383,36.3734813
BN-0002,225,245,7072,8/10/19,346,2,1.5,100,4,726.298406,15.93139046,0.80753408,80.75340798,0.424813092,84.74262633,13.50067868
BN-0043,101,85,7151,8/10/19,338,5,1.125,74,3,463.2086216,59.18058581,0.815133838,60.31990398,0.68142346,26.70456399,15.80391741
BN-0080,139,96,7188,8/10/19,432,3,1.5,120,5,539.766971,58.34253579,0.859905831,103.1886998,0.648301799,135.3577769,78.97115945
BN-0075,220,89,7183,8/10/19,541,3,2,54,5,814.7982973,28.78726505,0.776778501,41.94603907,0.373830435,97.81816311,28.15917389
BN-0045,258,199,7153,8/10/19,407,1,2,54,7,1181.080899,17.23922346,0.790686739,42.69708393,0.418212175,139.3974396,24.03103611
BN-0012,60,114,7024,8/10/19,356,0,1.5,100,5,551.9657836,57.2733958,0.848950929,84.89509292,0.646002783,111.3611381,63.78030541
BN-0092,180,211,7200,8/10/19,323,4,2,100,4,1058.497887,17.33231979,0.742150561,74.21505609,0.340633432,138.4556086,23.99756886
BN-0089,109,103,7197,8/11/19,427,3,2.5,100,5,489.4742307,59.73191486,0.796724732,79.67247315,0.668297349,290.306574,173.4056756
BN-0022,102,139,7325,8/11/19,231,5,1.125,120,3,516.6964813,44.97285022,0.829979886,99.59758627,0.693208117,44.09340765,19.83006218
BN-0070,168,280,7178,8/11/19,258,3,2,74,7,693.6150316,7.685659819,0.744486588,55.09200749,0.426940659,179.8643861,13.82376485
BN-0039,248,257,7147,8/11/19,459,7,1.5,45,4,1497.498301,6.658400429,0.701466668,31.56600008,0.155345253,33.12536048,2.205619144
BN-0083,201,233,7191,8/11/19,288,4,2.5,74,4,573.8530736,14.79223494,0.721569668,53.39615544,0.363965704,155.6497931,23.02408308
BN-0076,251,239,7184,8/11/19,497,1,1.5,120,7,1456.93797,11.85580277,0.731395876,87.76750507,0.174625114,161.1806347,19.10925814
BN-0069,58,136,7177,8/11/19,400,0,2.5,45,5,257.8018095,53.85873898,0.939514195,42.27813877,0.915109266,154.0509681,82.96990883
BN-0057,211,233,7165,8/11/19,578,0,2,100,4,984.645121,18.56219188,0.789099703,78.9099703,0.367594957,147.2144406,27.32622693
BN-0009,158,256,7464,8/11/19,569,6,1.5,45,7,1282.090421,23.76233035,0.726441228,32.68985524,0.435322893,60.03328466,14.26530742
BN-0081,265,92,7189,8/11/19,353,4,2.5,74,5,994.8062958,28.12141284,0.784234428,58.03334765,0.304309929,211.4590105,59.46526134
BN-0097,87,113,7205,8/11/19,584,6,1.125,120,7,569.8908334,44.65615195,0.795615764,95.47389171,0.61832524,98.62482849,44.04205327
BN-0093,202,145,7201,8/11/19,503,3,1.125,45,5,1487.667094,22.01011375,0.73079116,32.88560221,0.265283968,24.26494989,5.340743073
BN-0084,298,121,7192,8/11/19,540,3,2.5,120,4,997.0120588,23.33551781,0.735173163,88.22077953,0.360958177,257.1635723,60.01045122
BN-0082,218,199,7190,8/12/19,272,5,1.125,74,4,679.5955928,12.86106573,0.784373489,58.04363816,0.422558249,34.26243406,4.406514166
BN-0036,233,60,7144,8/12/19,450,6,1.5,100,5,863.9726878,22.7314969,0.743609373,74.36093731,0.291361352,97.54295952,22.17297482
BN-0065,266,54,7173,8/12/19,492,4,1.125,100,3,1156.93427,29.41066918,0.767689943,76.76899426,0.307553302,33.98683327,9.995755099
BN-0064,160,187,7172,8/12/19,403,0,2.5,54,7,1224.734358,8.823391188,0.715390815,38.63110402,0.220812669,197.0669194,17.3879852
BN-0090,125,293,7198,8/12/19,490,6,1.125,120,4,407.4708291,47.79175465,0.855858244,102.7029893,0.638194346,60.62429077,28.9734123
BN-0062,107,196,7170,8/12/19,301,7,2,120,7,435.0128359,46.59298222,0.87350166,104.8201992,0.631443435,342.2169863,159.4490996
BN-0072,109,172,7180,8/12/19,365,5,2.5,45,3,379.6698546,54.39437877,0.869499857,39.12749359,0.905445816,85.54248285,46.53030213
BN-0078,193,275,7186,8/12/19,566,5,2,45,5,854.6311303,18.61569187,0.779691616,35.08612271,0.29004766,81.82083816,15.23151512
BN-0023,154,227,7148,8/12/19,362,2,2.5,100,7,739.9352979,7.244178527,0.791682928,79.16829282,0.332621492,403.8572538,29.25614046
BN-0021,268,253,7225,8/12/19,278,6,1.5,74,7,934.7114346,14.80572022,0.738428226,54.64368874,0.164997041,100.3504022,14.85759978
BN-0018,118,140,7003,8/12/19,567,5,1.5,100,7,555.6346586,55.87925041,0.864446219,86.4446219,0.610066123,158.7512259,88.70899504
BN-0067,50,103,7175,8/12/19,583,0,2.5,45,5,80.136818,52.13632162,0.857143543,38.57145944,0.937297936,140.5447553,73.27486567
BN-0087,171,92,7195,8/12/19,414,3,1.125,74,7,1094.393531,23.80731067,0.79233549,58.63282627,0.316109534,60.56789276,14.41958639
BN-0019,127,266,7122,8/13/19,328,0,1.125,45,4,694.8908932,44.44161954,0.852597576,38.36689092,0.601413489,22.64749612,10.06491406
BN-0026,257,181,7161,8/13/19,398,2,1.125,120,4,557.6678078,5.551836156,0.741246548,88.94958573,0.444879871,52.50582859,2.915037576
BN-0040,160,129,7148,8/13/19,262,5,2,100,4,1014.35251,18.58546628,0.750585441,75.05854408,0.402771799,140.0292198,26.02508344
BN-0042,246,292,7150,8/13/19,565,3,2,74,3,1408.852711,19.14300266,0.771026791,57.05598252,0.290112756,79.83273075,15.28238177
BN-0046,218,107,7154,8/13/19,256,2,2,54,5,1120.473628,16.99007551,0.760097896,41.04528639,0.267002538,95.71760787,16.26249386
BN-0047,137,52,7155,8/13/19,484,3,1.125,54,3,436.0769193,51.11689866,0.834420416,45.05870245,0.64154529,19.94819162,10.19689689
BN-0050,158,119,7158,8/13/19,567,0,1.125,120,4,914.9066833,10.72930673,0.736389649,88.36675787,0.230496805,52.16179258,5.596598724
BN-0066,137,176,7174,8/13/19,256,7,1.5,45,7,272.4374153,50.48674099,0.885244402,39.83599808,0.940526891,73.15681867,36.93449356
BN-0049,234,114,7157,8/14/19,528,1,1.125,120,3,693.9902903,26.86196338,0.835426726,100.2512071,0.458328868,44.3827758,11.92208498
BN-0028,141,194,7270,8/14/19,258,2,2,120,5,804.010594,41.94394739,0.84718616,101.6623392,0.250216478,237.076575,99.4392739
BN-0098,152,97,7206,8/14/19,529,2,2.5,100,7,900.5435944,18.54787251,0.789259488,78.92594881,0.395078597,402.6209964,74.67762908
BN-0046,218,107,7154,8/14/19,257,2,2,54,5,1082.359204,24.01664504,0.782792748,42.27080841,0.267497192,98.57552522,23.67453399
BN-0055,122,62,7163,8/14/19,401,6,1.125,100,5,410.0154524,51.21295282,0.861396746,86.1396746,0.697197175,63.55896646,32.55042351
BN-0034,179,120,7142,8/14/19,268,3,2,54,4,755.9267622,14.54513589,0.784588943,42.36780292,0.561344086,79.04137314,11.49667513
BN-0083,201,233,7191,8/14/19,291,4,2.5,74,4,907.0042052,14.21271122,0.706782973,52.30194002,0.173808638,152.4601552,21.66872158
BN-0018,118,140,7003,8/14/19,569,5,1.5,100,7,340.5099874,50.32125382,0.885271416,88.52714157,0.937861087,162.5756691,81.81011511
BN-0025,98,121,7267,8/14/19,298,2,1.125,45,7,687.3275277,44.00698593,0.842736229,37.92313031,0.616169423,39.17471212,17.23961005
BN-0088,103,220,7196,8/14/19,507,4,1.5,100,3,689.5360275,44.7613876,0.845728453,84.57284531,0.629387386,66.5630579,29.79454835
BN-0037,285,190,7145,8/14/19,416,4,1.125,45,3,982.7260435,15.18575925,0.768282876,34.57272942,0.399842287,15.30588751,2.324315228
BN-0063,203,293,7171,8/14/19,474,4,2,54,4,681.388001,10.39464488,0.770185245,41.59000323,0.30579136,77.59031002,8.065237191
BN-0027,205,293,7221,8/14/19,385,0,1.5,100,5,1443.056136,15.6769576,0.73586466,73.58646603,0.43501228,96.52704681,15.1325042
BN-0042,246,292,7150,8/15/19,567,3,2,74,3,1264.151664,18.34433819,0.799508082,59.16359806,0.349058971,82.78170641,15.18575618
BN-0014,224,279,7212,8/15/19,589,3,1.5,74,7,1067.184175,19.88127325,0.745671734,55.17970829,0.379380005,101.3347753,20.14664357
BN-0094,202,181,7202,8/15/19,435,3,2.5,120,3,1106.647089,16.17529921,0.722952032,86.75424388,0.406895834,189.6664657,30.67911832
BN-0090,125,293,7198,8/15/19,493,6,1.125,120,4,693.233128,40.83475514,0.828438571,99.41262857,0.638174894,58.68203199,23.96266407
BN-0074,71,245,7182,8/15/19,315,1,1.125,45,7,622.0169887,43.65840833,0.833878558,37.5245351,0.680510139,38.76296203,16.92329224
BN-0032,201,66,7140,8/15/19,423,6,1.5,74,5,1178.504181,10.91437081,0.70288817,52.01372459,0.230509001,68.22900324,7.446766414
BN-0006,65,233,7281,8/15/19,548,2,2,74,3,1179.71446,42.97760151,0.84367115,62.43166511,0.264212702,87.35438582,37.54281984
BN-0022,102,139,7325,8/15/19,235,5,1.125,120,3,557.7459594,42.54978013,0.844307577,101.3169092,0.608819257,44.8545788,19.08552466
BN-0050,158,119,7158,8/15/19,569,0,1.125,120,4,751.2188895,20.81596603,0.834738071,100.1685685,0.567032213,59.12825387,12.30811724
BN-0069,58,136,7177,8/15/19,404,0,2.5,45,5,538.6364196,53.26803246,0.858121468,38.61546605,0.644537063,140.7051044,74.9508407
BN-0003,85,180,7356,8/15/19,440,3,1.5,74,4,616.1058977,41.15597449,0.84116098,62.24591254,0.631235297,65.32086062,26.88343673
BN-0038,246,147,7146,8/15/19,240,2,2,100,7,719.9481874,26.74979434,0.810362618,81.03626178,0.66112485,264.5671875,70.77117854
BN-0048,170,298,7156,8/15/19,325,1,1.125,74,4,807.9081725,9.302470341,0.67506909,49.95511265,0.160877891,29.48787856,2.743101157
BN-0013,261,258,7303,8/16/19,428,0,1.125,54,5,990.7432872,12.76166859,0.72229995,39.00419732,0.234454183,28.77961266,3.67275879
BN-0057,211,233,7165,8/16/19,583,0,2,100,4,957.4930995,5.011122203,0.696353604,69.6353604,0.233949231,129.9117284,6.510035464
BN-0064,160,187,7172,8/16/19,407,0,2.5,54,7,1452.007873,12.5271862,0.737210497,39.80936681,0.244536034,203.0775325,25.43990062
BN-0089,109,103,7197,8/16/19,432,3,2.5,100,5,290.9648287,53.68472167,0.904569291,90.45692906,0.936293609,329.6024353,176.94615
BN-0081,265,92,7189,8/16/19,358,4,2.5,74,5,995.9129278,10.94303985,0.727980368,53.87054725,0.190846591,196.2908065,21.48018119
BN-0060,128,58,7168,8/16/19,532,4,1.5,54,3,577.3497957,59.88217334,0.822661497,44.42372084,0.628231691,34.96368949,20.93701715
BN-0080,139,96,7188,8/16/19,438,3,1.5,120,5,563.6319867,59.98568844,0.843361543,101.2033851,0.671676137,132.7535404,79.63312516
BN-0052,202,93,7160,8/16/19,393,2,2.5,100,4,1033.393504,26.45504615,0.792143899,79.21438993,0.321790916,230.9099466,61.08733294
BN-0087,171,92,7195,8/16/19,418,3,1.125,74,7,682.8989995,10.71670697,0.78007585,57.7256129,0.461455136,59.63073852,6.39045151
BN-0073,220,212,7181,8/16/19,521,7,2,100,3,828.0371808,12.52915514,0.729354796,72.93547963,0.204815098,102.0513231,12.78616859
BN-0004,60,285,7079,8/16/19,286,4,1.125,54,3,516.5453486,45.82696343,0.818989087,44.22541071,0.630783785,19.57928034,8.972589643
BN-0021,268,253,7225,8/16/19,282,6,1.5,74,7,1315.259006,13.83485097,0.696474944,51.53914585,0.24014785,94.6490644,13.094557
BN-0030,156,91,7138,8/16/19,559,2,2,120,5,1191.925154,10.36440975,0.732109932,87.85319186,0.215689311,204.8736434,21.23394387
BN-0096,72,233,7204,8/17/19,574,0,2,54,4,642.5344527,42.31113678,0.79621458,42.99558734,0.616631026,80.21256774,33.93884925
BN-0045,258,199,7153,8/17/19,414,1,2,54,7,531.7736169,17.85609117,0.841856935,45.46027449,0.748372612,148.4187042,26.50177912
BN-0031,233,178,7139,8/17/19,520,3,2.5,74,3,781.2065176,23.75703238,0.765773923,56.66727027,0.43985337,123.8888196,29.432307
BN-0024,292,51,7221,8/17/19,475,7,2,45,7,1242.120087,16.65049576,0.723116514,32.54024315,0.411285446,106.2373858,17.68905142
BN-0047,137,52,7155,8/17/19,488,3,1.125,54,3,293.4273013,55.11543082,0.891134435,48.12125949,0.947346556,21.30403347,11.74180983
